position,x,y,curvature,previous_stiffness,unconstrained_stiffness,stiffness,stiffness_change,target_gap,rate_limit_active,resistance,push_force,velocity,buckling_risk,kickback_score,predicted_risk,combined_risk,prediction_error
0.0,0.0,0.0,0.0004350276026843783,0.5,0.9000000000000002,0.5500000000000002,0.050000000000000155,0.3500000000000001,True,0.24506778982818597,0.12450677898281859,3.2126764764768216,0.3473998469520362,0.2581036220838894,0.3650646429193101,0.3473998469520362,-0.01766479596727394
0.32181861784442767,0.20040080160320642,0.2518069528589115,0.0008703238548921287,0.5500000000000002,0.9000000000000002,0.6000000000000002,0.050000000000000044,0.30000000000000004,True,0.2415735624038134,0.12415735624038134,3.221718085117398,0.33364280920606937,0.25646113475467175,0.3370086691227229,0.33364280920606937,-0.0033658599166535574
0.6435240245928022,0.40080160320641284,0.5034692016129299,0.0017426417331909176,0.6000000000000002,0.9000000000000002,0.6500000000000001,0.04999999999999993,0.2500000000000001,True,0.24454037993169553,0.12445403799316956,3.2140379408336535,0.3222103975012814,0.2578559125101695,0.3132741619868483,0.3222103975012814,0.008936235514433066
0.9650031840671001,0.6012024048096193,0.7548421689206603,0.0026189526369758483,0.6500000000000001,0.9000000000000002,0.7000000000000002,0.050000000000000044,0.20000000000000007,True,0.24942743164371017,0.12494274316437103,3.2014664467048854,0.31146201013248387,0.26014847183775536,0.3004740849272065,0.31146201013248387,0.01098792520527736
1.2861434098969853,0.8016032064128257,1.0057815308447355,0.0035012654961931442,0.7000000000000002,0.9000000000000002,0.7500000000000002,0.050000000000000044,0.15000000000000002,True,0.25626581870241427,0.12562658187024142,3.1840395085584388,0.30139865216145845,0.263346158148342,0.3027572874570446,0.30139865216145845,-0.0013586352955861636
1.6068325403525103,1.0020040080160322,1.2561433432465334,0.004391604057782346,0.7500000000000002,0.9000000000000002,0.8000000000000002,0.04999999999999993,0.10000000000000009,True,0.2650908527511705,0.12650908527511703,3.1618282523356105,0.29201880828745674,0.26745541382730187,0.29319354660933317,0.29201880828745674,-0.001174738321876423
1.9269591130908106,1.2024048096192386,1.5057841678124735,0.005292011681839675,0.8000000000000002,0.9000000000000002,0.8500000000000002,0.050000000000000044,0.050000000000000044,True,0.2759421577048356,0.12759421577048355,3.134938347985303,0.2833185155785974,0.27248185187657625,0.29374617111505474,0.2833185155785974,-0.010427655536457359
2.246412539787042,1.402805611222445,1.7545611975896553,0.006204556008494831,0.8500000000000002,0.9000000000000002,0.9000000000000002,0.050000000000000044,0.0,False,0.28886378411892766,0.12888637841189277,3.103508725504624,0.2752914910675357,0.2784303714259637,0.2918323064665324,0.2784303714259637,-0.013401935040568691
2.5650832806188,1.6032064128256514,2.0023323819090875,0.007131333454495899,0.9000000000000002,0.9000000000000002,0.9000000000000002,0.0,0.0,False,0.30183866836294265,0.13018386683629427,3.0725773455707728,0.2797279713776163,0.28436417198040065,0.29310827314624033,0.28436417198040065,-0.00874410116583968
2.8828630185718835,1.8036072144288577,2.248956550575345,0.008074473492479438,0.9000000000000002,0.9000000000000002,0.9000000000000002,0.0,0.0,False,0.3150426288947122,0.13150426288947123,3.0417264901609946,0.2841879492968745,0.29036357160747417,0.30218128358187796,0.29036357160747417,-0.011817711974403788
