position,x,y,curvature,optimal_stiffness,optimal_resistance
0.0,0.0,0.0,0.0004350276026843783,0.9,0.20809038643758132
0.32181861784442767,0.20040080160320642,0.2518069528589115,0.0008703238548921287,0.9,0.21418453396848983
0.6435240245928022,0.40080160320641284,0.5034692016129299,0.0017426417331909176,0.9,0.22639698426467286
0.9650031840671001,0.6012024048096193,0.7548421689206603,0.0026189526369758483,0.9,0.2386653369176619
1.2861434098969853,0.8016032064128257,1.0057815308447355,0.0035012654961931442,0.9,0.251017716946704
1.6068325403525103,1.0020040080160322,1.2561433432465334,0.004391604057782346,0.89,0.2634632964031746
1.9269591130908106,1.2024048096192386,1.5057841678124735,0.005292011681839675,0.87,0.27588056004120354
2.246412539787042,1.402805611222445,1.7545611975896553,0.006204556008494831,0.84,0.2882610505138308
2.5650832806188,1.6032064128256514,2.0023323819090875,0.007131333454495899,0.82,0.30061360159934586
2.8828630185718835,1.8036072144288577,2.248956550575345,0.008074473492479438,0.8,0.3129681554022327
3.1996448335334975,2.0040080160320644,2.4942935372022426,0.00903614265859274,0.77,0.3253390117641278
3.5153233761366898,2.2044088176352705,2.7382043015749282,0.010018548225286411,0.75,0.33773185281608015
3.8297950413169217,2.404809619238477,2.9805510509197877,0.011023941465677508,0.72,0.35017208588126564
4.142958141538035,2.6052104208416833,3.2211973599645995,0.012054620423837906,0.7,0.36265544508605485
4.454713079640408,2.80561122244489,3.4600082896726154,0.013112932091463147,0.67,0.3752013054701189
4.764962521258541,3.006012024048096,3.6968505045354974,0.014201273875573087,0.64,0.3878145221815332
5.0736115667486015,3.2064128256513027,3.9315923883115236,0.015322094224160013,0.62,0.40048745531059216
5.3805679225582885,3.4068136272545093,4.1641041580969596,0.016477892256804138,0.59,0.4132290255991651
5.685742071961579,3.6072144288577155,4.394257976620169,0.01767121622531979,0.56,0.4260348919883898
5.989047445069183,3.807615230460922,4.62192806264979,0.01890466060545697,0.53,0.4388980042362068
6.2904005880115825,4.008016032064129,4.846990799410132,0.02018086159459686,0.5,0.4518086159459686
6.589721331175119,4.208416833667335,5.069324840898979,0.021502490762563994,0.45999999999999996,0.4647439113206143
6.886932956352167,4.408817635270541,5.2888112160049845,0.02287224657328858,0.43000000000000005,0.47769189313158383
7.1819623626438895,4.609218436873747,5.505333430324066,0.024292843464859413,0.39,0.4906263068372488
7.4747402309277735,4.809619238476954,5.718777565576472,0.02576699814493703,0.36,0.5035161840464585
7.765201186671722,5.01002004008016,5.929032376528518,0.027297412728688287,0.32,0.5163187843752439
8.053283960841611,5.210420841683367,6.1359893853255425,0.02888675431882677,0.28,0.5289966836868488
8.338931548609146,5.410821643286574,6.339542973145074,0.03053763060340025,0.24000000000000002,0.5414984664651619
8.622091365521472,5.61122244488978,6.539590469081949,0.03225256102917303,0.19,0.553762671101294
8.902715400742501,5.811623246492986,6.736032236179797,0.034033943099151996,0.15000000000000002,0.5657206301444879
9.180760366918083,6.012024048096192,6.928771754526121,0.035884013345730645,0.1,0.5773040800743839
9.456187846152583,6.212424849699399,7.117715701331153,0.03780480254971089,0.1,0.5888288152982654
9.728964431512635,6.412825651302605,7.302774027913564,0.03979808481439638,0.1,0.6007885088863784
9.99906186339496,6.613226452905812,7.483860033519242,0.04186532016921909,0.1,0.6131919210153145
10.266457160008711,6.813627254509019,7.660890435902413,0.04400759047356328,0.1,0.6260455428413797
10.531132741129372,7.014028056112225,7.8337854386016,0.0462255285252446,0.1,0.6393531711514676
10.793076544181,7.214428857715431,8.0024687948462,0.04851924045635748,0.1,0.6531154427381449
11.05228213159724,7.414829659318637,8.166867868032732,0.05088822172674431,0.1,0.6673293303604658
11.308748788300417,7.615230460921844,8.32691368871324,0.05333126730856778,0.1,0.6819876038514067
11.562481608023429,7.81563126252505,8.482541008041766,0.05584637699790292,0.1,0.6970782619874175
11.813491567083402,8.016032064128257,8.63368834762828,0.058430657191734056,0.1,0.7125839431504044
12.061795584101722,8.216432865731463,8.780298045753018,0.06108022093021936,0.1,0.7284813255813162
12.30741656405567,8.41683366733467,8.92231629989779,0.06379008851769166,0.1,0.74474053110615
12.550383424946192,8.617234468937877,9.059693205554407,0.06655409158845686,0.1,0.7613245495307412
12.790731105279628,8.817635270541082,9.192382791274072,0.06936478405600745,0.1,0.7781887043360447
13.028500550493481,9.01803607214429,9.320343049925327,0.07221336394904507,0.1,0.7952801836942704
13.263738676414128,9.218436873747494,9.443535966131783,0.0750896106573431,0.1,0.8125376639440586
13.496498307824265,9.418837675350701,9.561927539864776,0.07798184253986776,0.1,0.8298910552392066
13.726838090246797,9.619238476953909,9.675487806169727,0.08087690013301495,0.1,0.8472614007980898
13.954822373127264,9.819639278557114,9.78419085100893,0.08376016027989071,0.1,0.8645609616793443
14.180521062725244,10.02004008016032,9.888014823207248,0.08661558632109638,0.1,0.8816935179265782
14.40400944321291,10.220440881763528,9.986941942491052,0.08942581898505694,0.1,0.8985549139103418
14.62536796473106,10.420841683366733,10.080958503614578,0.0921723117462957,0.1,0.9150338704777742
14.844681997472568,10.62124248496994,10.170054876571815,0.09483551315270597,0.1,0.931013078916236
15.062041551251488,10.821643286573147,10.254225502895746,0.0973950969540372,0.1,0.9463705817242233
15.277540960471189,11.022044088176353,10.333468888050803,0.09983023882636358,0.1,0.9609814329581815
15.49127853492156,11.22244488977956,10.40778758992806,0.10211993615075403,0.1,0.9747196169045241
15.70335617740506,11.422845691382767,10.477188203456695,0.10424336478221252,0.1,0.9874601886932751
15.913878969801512,11.623246492985972,10.54168134134897,0.10618026419010693,0.1,0.9990815851406417
16.122954729816065,11.823647294589179,10.601281610999827,0.10791133994879695,0.1,1.009468039692782
16.330693541294153,12.024048096192384,10.656007587565998,0.10941867051158928,0.1,1.018512023069536
16.537207261609925,12.224448897795591,10.70588178325328,0.1106861037142613,0.1,1.0261166222855675
16.74260901021672,12.424849699398798,10.750930612844307,0.11169962770811286,0.1,1.032197766248677
16.947012642966335,12.625250501002004,10.791184355502985,0.11244770115229283,0.1,1.0366862069137572
17.150532217235046,12.82565130260521,10.826677112895284,0.11292152856634714,0.1,1.0395291713980828
17.35328145321879,13.026052104208418,10.857446763669781,0.11311526874635085,0.1,1.040691612478105
17.55537319696122,13.226452905811623,10.88353491434491,0.11302616698279844,0.1,1.0401570018967905
17.756918890745478,13.42685370741483,10.90498684665345,0.1126546053015593,0.1,1.0379276318093558
17.958028056408548,13.627254509018037,10.921851461398177,0.11200406883674158,0.1,1.0340244130204495
18.15880779692704,13.827655310621243,10.934181218876162,0.11108103044844846,0.1,1.0284861826906906
18.3593623212832,14.02805611222445,10.942032075932467,0.10989475951859938,0.1,1.0213685571115962
